id;branche;geltungsbereich;persoenlich;ausbildungsjahr;entgelt;ab;hinweise
1125;"Private Hauswirtschaft";deutschlandweit;"hauswirtschaftlich Auszubildende";3.;1027.02;2021-04-01;"Abschluss mit Berufsverband Katholischer Arbeitnehmerinnen in der Hauswirtschaft"
1110;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";1.;860;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1113;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";2.;890;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1116;"Private Hauswirtschaft / Dienstleistungszentren";"Berlin und Brandenburg";"alle Auszubildenden";3.;970;2021-01-01;"Abschluss des DHB Netzwerk Haushalt, Landesverband Berlin/Brandenburg e.V."
1128;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";1.;610;2021-08-01;
1131;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";2.;700;2021-08-01;
1134;"Raumausstatter-, Sattler-, Feintäschnerhandwerk";deutschlandweit;"hauswirtschaftlich Auszubildende";3.;800;2021-08-01;
1137;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";1.;515;2003-04-01;
1140;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";2.;575;2003-04-01;
1143;"Rechtsanwalts- und Notariatskanzleien";Berlin-West;"dem Kanzleibedarf entsprechende Auszubildende";3.;640;2003-04-01;
1146;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";1.;463.5;2003-04-01;
1149;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";2.;517.5;2003-04-01;
1152;"Rechtsanwalts- und Notariatskanzleien";Berlin-Ost;"dem Kanzleibedarf entsprechende Auszubildende";3.;576;2003-04-01;
1155;"Rechtsanwalts- und Notariatskanzleien";Brandenburg;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1158;"Reisebüros und Reiseveranstalter";deutschlandweit;"der Branche entsprechende Auszubildende";1.;797;2018-10-01;
1161;"Reisebüros und Reiseveranstalter";deutschlandweit;"der Branche entsprechende Auszubildende";2.;908;2018-10-01;
1164;"Reisebüros und Reiseveranstalter";deutschlandweit;"der Branche entsprechende Auszubildende";3.;1052;2018-10-01;
1167;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";1.;621;2018-09-01;"ETV der Land- und Forstwirtschaft"
1170;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";1.;681;2018-09-01;"Bei einem Notendurchschnitt von 1,0 bis 2,5 gilt der zweite Wert; ETV der Land- und Forstwirtschaft"
1173;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";2.;678.5;2018-09-01;"ETV der Land- und Forstwirtschaft"
1176;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";2.;744.5;2018-09-01;"Bei einem Notendurchschnitt von 1,0 bis 2,5 gilt der zweite Wert; ETV der Land- und Forstwirtschaft"
1179;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";3.;741.75;2018-09-01;"ETV der Land- und Forstwirtschaft"
1182;"Reit- und Fahrttouristik, Pferdepensionen, Reiterhöfe u. ä.";Brandenburg;"alle Auszubildenden";3.;811.75;2018-09-01;"Bei einem Notendurchschnitt von 1,0 bis 2,5 gilt der zweite Wert; ETV der Land- und Forstwirtschaft"
1209;"Sand-, Kiesindustrie und Splitt-, Mörtel- und Transportbetonindustrie";"neue Bundesländer und Berlin";"alle Auszubildenden";1.;828;2021-09-01;
1212;"Sand-, Kiesindustrie und Splitt-, Mörtel- und Transportbetonindustrie";"neue Bundesländer und Berlin";"alle Auszubildenden";2.;897;2021-09-01;
1215;"Sand-, Kiesindustrie und Splitt-, Mörtel- und Transportbetonindustrie";"neue Bundesländer und Berlin";"alle Auszubildenden";3.;1104;2021-09-01;
1218;"Sand-, Kiesindustrie und Splitt-, Mörtel- und Transportbetonindustrie";"neue Bundesländer und Berlin";"alle Auszubildenden";4.;1173;2021-09-01;
1221;Säureschutzindustrie;"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";1.;910;2020-09-01;"Feuerfest-, Säureschutz-, Ton- und Schamotte-Industrie"
1224;Säureschutzindustrie;"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";2.;980;2020-09-01;"Feuerfest-, Säureschutz-, Ton- und Schamotte-Industrie"
1227;Säureschutzindustrie;"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";3.;1060;2020-09-01;"Feuerfest-, Säureschutz-, Ton- und Schamotte-Industrie"
1230;Säureschutzindustrie;"alte Bundesländer einschließlich Berlin-West";"alle Auszubildenden";4.;1130;2020-09-01;"Feuerfest-, Säureschutz-, Ton- und Schamotte-Industrie"
1233;Säureschutzindustrie;"Berlin-Ost und Brandenburg";;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1236;"Schilder- und Lichtreklameherstellerhandwerk";deutschlandweit;"Auszubildende im Handwerk";1.;650;2018-10-01;
1239;"Schilder- und Lichtreklameherstellerhandwerk";deutschlandweit;"Auszubildende im Handwerk";2.;700;2018-10-01;
1242;"Schilder- und Lichtreklameherstellerhandwerk";deutschlandweit;"Auszubildende im Handwerk";3.;800;2018-10-01;
1245;Schornsteinfegerhandwerk;deutschlandweit;"Auszubildende zum Schornsteinfeger";1.;640;2021-01-01;
1248;Schornsteinfegerhandwerk;deutschlandweit;"Auszubildende zum Schornsteinfeger";2.;710;2021-01-01;
1251;Schornsteinfegerhandwerk;deutschlandweit;"Auszubildende zum Schornsteinfeger";3.;810;2021-01-01;
1254;"Schrott- und Industrieabbruchbetriebe / Schrott-Recycling-Wirtschaft;
s. auch Abbruch- und Abwrackbetriebe";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";1.;986.81;2021-07-01;
1257;"Schrott- und Industrieabbruchbetriebe / Schrott-Recycling-Wirtschaft;
s. auch Abbruch- und Abwrackbetriebe";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";2.;1026.94;2021-07-01;
1260;"Schrott- und Industrieabbruchbetriebe / Schrott-Recycling-Wirtschaft;
s. auch Abbruch- und Abwrackbetriebe";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";3.;1093.83;2021-07-01;
1263;"Schrott- und Industrieabbruchbetriebe / Schrott-Recycling-Wirtschaft;
s. auch Abbruch- und Abwrackbetriebe";"neue Bundesländer einschließlich Berlin-Ost";"alle Auszubildenden";4.;1151.45;2021-07-01;
1266;"Schrott- und Industrieabbruchbetriebe / Schrott-Recycling-Wirtschaft;
s. auch Abbruch- und Abwrackbetriebe";Berlin-West;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1269;Schuhindustrie;deutschlandweit;"gewerbliche und kaufmännische Auszubildende";1.;860;2021-01-01;
1272;Schuhindustrie;deutschlandweit;"gewerbliche und kaufmännische Auszubildende";2.;890;2021-01-01;
1275;Schuhindustrie;deutschlandweit;"gewerbliche und kaufmännische Auszubildende";3.;980;2021-01-01;
1281;Schuhmacherhandwerk;Berlin;"gewerblich Auszubildende";2.;520;2019-01-01;"Empfehlung des Zentralverbandes"
1284;Schuhmacherhandwerk;Berlin;"gewerblich Auszubildende";3.;640;2019-01-01;"Empfehlung des Zentralverbandes"
1287;Schuhmacherhandwerk;Brandenburg;"Auszubildende im Handwerk";1.;410;2019-01-01;"Empfehlung des Zentralverbandes"
1290;Schuhmacherhandwerk;Brandenburg;"Auszubildende im Handwerk";2.;520;2019-01-01;"Empfehlung des Zentralverbandes"
1293;Schuhmacherhandwerk;Brandenburg;"Auszubildende im Handwerk";3.;640;2019-01-01;"Empfehlung des Zentralverbandes"
1278;Schuhmacherhandwerk;Berlin;"gewerblich Auszubildende";1.;410;2019-01-01;"Empfehlung des Zentralverbandes"
1296;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Berlin;"alle Auszubildenden";1.;750;2021-01-01;
1299;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Berlin;"alle Auszubildenden";2.;810;2021-01-01;
1302;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Berlin;"alle Auszubildenden";3.;870;2021-01-01;
1305;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Brandenburg;"alle Auszubildenden";1.;750;2021-01-01;
1308;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Brandenburg;"alle Auszubildenden";2.;810;2021-01-01;
1311;"Speditionsgewerbe, Lagerei, Hafenumschlag, Schifffahrt, Kühlhaus- u. Speicherbetriebe;
s. auch Kühlhäuser und angeschlossene Logistikbetriebe";Brandenburg;"alle Auszubildenden";3.;870;2021-01-01;
1314;Stärkeindustrie;"Brandenburg (und Niedersachsen)";"alle Auszubildenden";1.;821;2020-08-01;"Kartoffel- und/oder Getreidestärke und deren Derivate, Kartoffelverarbeitung"
1317;Stärkeindustrie;"Brandenburg (und Niedersachsen)";"alle Auszubildenden";2.;893;2020-08-01;"Kartoffel- und/oder Getreidestärke und deren Derivate, Kartoffelverarbeitung"
1320;Stärkeindustrie;"Brandenburg (und Niedersachsen)";"alle Auszubildenden";3.;971;2020-08-01;"Kartoffel- und/oder Getreidestärke und deren Derivate, Kartoffelverarbeitung"
1323;Stärkeindustrie;"Brandenburg (und Niedersachsen)";"alle Auszubildenden";4.;1047;2020-08-01;"Kartoffel- und/oder Getreidestärke und deren Derivate, Kartoffelverarbeitung"
1326;Stärkeindustrie;Berlin;;;;1970-01-01;"keine tarifvertraglichen Regelungen"
1329;"Steinmetz- und Steinbildhauerhandwerk";BRD;"Auszubildende im Handwerk";1.;850;2021-08-01;
1332;"Steinmetz- und Steinbildhauerhandwerk";BRD;"Auszubildende im Handwerk";2.;950;2021-08-01;
1335;"Steinmetz- und Steinbildhauerhandwerk";BRD;"Auszubildende im Handwerk";3.;1100;2021-08-01;
1338;Süßwarenindustrie;Berlin-West;"alle Auszubildenden";1.;935;2020-07-01;
1341;Süßwarenindustrie;Berlin-West;"alle Auszubildenden";2.;1060;2020-07-01;
1344;Süßwarenindustrie;Berlin-West;"alle Auszubildenden";3.;1209;2020-07-01;
1347;Süßwarenindustrie;Berlin-West;"alle Auszubildenden";4.;1291;2020-07-01;
1350;Süßwarenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";1.;862;2021-02-01;
1353;Süßwarenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";2.;978;2021-02-01;
1356;Süßwarenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";3.;1089;2021-02-01;
1359;Süßwarenindustrie;"Berlin-Ost und Brandenburg";"alle Auszubildenden";4.;1175;2021-02-01;
1362;"Systemgastronomie 1";deutschlandweit;"alle Auszubildenden";1.;901;2022-01-01;"Abschluss des Bundesverbandes der Systemgastronomie"
1365;"Systemgastronomie 1";deutschlandweit;"alle Auszubildenden";2.;1006;2022-01-01;"Abschluss des Bundesverbandes der Systemgastronomie"
1368;"Systemgastronomie 1";deutschlandweit;"alle Auszubildenden";3.;1123;2022-01-01;"Abschluss des Bundesverbandes der Systemgastronomie"
1371;"Systemgastronomie 2";deutschlandweit;"alle Auszubildenden";1.;710;2018-09-01;"Abschluss des Deutschen Hotel- u. Gaststättenverbandes (DEHOGA)"
1374;"Systemgastronomie 2";deutschlandweit;"alle Auszubildenden";2.;770;2018-09-01;"Abschluss des Deutschen Hotel- u. Gaststättenverbandes (DEHOGA)"
1377;"Systemgastronomie 2";deutschlandweit;"alle Auszubildenden";3.;840;2018-09-01;"Abschluss des Deutschen Hotel- u. Gaststättenverbandes (DEHOGA)"
1389;Tankstellen;"u.a. Berlin und Brandenburg";Tankwart/Verkäufer;1.;738;2017-09-01;"Abschluss zwischen dem Genossenschaftlichen Arbeitgeberverband Norddeutschland e. V. und der DHV (Raiffeisen-Warengenossenschaften)"
1392;Tankstellen;"u.a. Berlin und Brandenburg";Tankwart/Verkäufer;2.;754;2017-09-01;"Abschluss zwischen dem Genossenschaftlichen Arbeitgeberverband Norddeutschland e. V. und der DHV (Raiffeisen-Warengenossenschaften)"
1395;Tapetenindustrie;deutschlandweit;"gewerblich Auszubildende";1.;1000;2021-05-01;
1398;Tapetenindustrie;deutschlandweit;"gewerblich Auszubildende";2.;1080;2021-05-01;
1401;Tapetenindustrie;deutschlandweit;"gewerblich Auszubildende";3.;1160;2021-05-01;
1404;Tapetenindustrie;deutschlandweit;"gewerblich Auszubildende";4.;1240;2021-05-01;
1407;"Technische Textilien, Konfektion, Sackfabriken, Arbeitsschutzartikelhersteller";deutschlandweit;"alle Auszubildenden";1.;720;2019-07-01;
1410;"Technische Textilien, Konfektion, Sackfabriken, Arbeitsschutzartikelhersteller";deutschlandweit;"alle Auszubildenden";2.;800;2019-07-01;
